fecha_documento,monto,moneda,glosa,centro_costo,referencia,cuenta_contable
2026-07-07,2200143.0,CLP,Pago a proveedor - Clientes,CC-006,DOC-000433,1201
2026-08-08,-811133.0,USD,Devolucion - Prestamos Bancarios,CC-002,DOC-001151,2201
2026-06-15,237063.0,CLP,Compra de mercaderia - Gastos Administrativos,CC-006,DOC-000073,5102
2026-05-19,466227.0,USD,Provision mensual - Proveedores,CC-006,DOC-001536,2101
2026-07-19,957169.0,USD,Nota de debito - Ventas,CC-005,DOC-002709,4101
2026-06-26,-2325427.0,CLP,Cobro cliente - Capital,CC-003,DOC-000621,3101
2026-07-03,-1413203.0,CLP,Devolucion - Gastos de Venta,CC-001,DOC-001437,5103
2026-05-16,-1637025.0,USD,Regularizacion - Proveedores,CC-003,DOC-001559,2101
2026-07-05,2356864.0,USD,Regularizacion - Proveedores,CC-003,DOC-001566,2101
2026-06-18,1227736.0,CLP,Regularizacion - Ventas,CC-008,DOC-000324,4101
2026-06-03,1947920.0,CLP,Transferencia interna - Proveedores,CC-008,DOC-000332,2101
2026-07-16,-1603005.0,CLP,Nomina - Gastos de Venta,CC-005,DOC-001392,5103
2026-06-17,1696187.0,USD,Nomina - Proveedores,CC-004,DOC-000650,2101
2025-08-08,1288485.0,USD,Nota de debito - Gastos de Venta,CC-003,DOC-002236,5103
2026-07-10,-1980145.0,CLP,Provision mensual - Impuestos por Pagar,CC-002,DOC-001533,2102
2026-07-02,579580.0,CLP,Devolucion - Costo de Ventas,CC-007,DOC-002163,5101
2026-06-09,-1080956.0,CLP,Nota de debito - Impuestos por Pagar,CC-007,DOC-000543,2102
2026-05-24,-1274927.0,CLP,Nomina - Gastos de Venta,CC-005,DOC-001912,5103
2026-05-20,-2967680.0,CLP,Nota de credito - Gastos de Venta,CC-001,DOC-001818,5103
2026-06-25,-2341724.0,CLP,Regularizacion - Gastos de Venta,CC-005,DOC-001624,5103
2026-05-22,294695.0,CLP,Anticipo - Proveedores,CC-006,DOC-001177,2101
2026-07-18,1498816.0,CLP,Nota de credito - Costo de Ventas,CC-006,DOC-000679,5101
2026-05-27,-2454492.0,CLP,Devolucion - Gastos de Venta,CC-004,DOC-002096,5103
2026-05-23,903813.0,CLP,Ajuste contable - Bancos,CC-002,DOC-002029,1102
2026-06-19,-1265963.0,USD,Anticipo - Impuestos por Pagar,CC-008,DOC-001659,2102
2026-07-09,-2348367.0,CLP,Anticipo - Impuestos por Pagar,CC-001,DOC-001637,2102
2026-08-03,229748.0,CLP,Pago de servicios - Gastos Administrativos,CC-003,DOC-000239,5102
2025-08-26,-2400806.0,USD,Nota de credito - Gastos de Venta,CC-005,DOC-002124,5103
2025-10-31,2995927.0,CLP,Compra de mercaderia - Clientes,CC-007,DOC-002619,1201
2026-08-04,414990.0,CLP,Anticipo - Gastos Administrativos,CC-001,DOC-002290,5102
2026-05-26,-1597024.0,CLP,Regularizacion - Impuestos por Pagar,CC-008,DOC-000764,2102
2026-06-14,238828.0,CLP,Nomina - Clientes,CC-007,DOC-001128,1201
2026-05-20,2431457.0,CLP,Compra de mercaderia - Gastos de Venta,CC-006,DOC-001885,5103
2026-05-15,-2103867.0,CLP,Nota de credito - Prestamos Bancarios,CC-006,DOC-001116,2201
2026-07-15,-1672707.0,USD,Pago de servicios - Capital,CC-005,DOC-001102,3101
2026-06-23,-820501.0,CLP,Devolucion - Impuestos por Pagar,CC-008,DOC-002847,2102
2026-07-04,1385261.0,CLP,Provision mensual - Inventario,CC-003,DOC-002330,1301
2026-07-20,2025194.0,CLP,Regularizacion - Costo de Ventas,CC-004,DOC-001361,5101
2026-06-10,584290.0,CLP,Compra de mercaderia - Costo de Ventas,CC-007,DOC-002316,5101
2026-06-16,1109077.0,USD,Cobro cliente - Clientes,CC-008,DOC-001407,1201
2026-05-18,-423207.0,CLP,Nota de debito - Prestamos Bancarios,CC-002,DOC-002529,2201
2026-08-08,1509137.0,CLP,Ajuste contable - Ventas,CC-002,DOC-000343,4101
2026-08-05,-2311434.0,CLP,Ajuste contable - Impuestos por Pagar,CC-002,DOC-001105,2102
2026-04-18,2654879.0,USD,Nota de credito - Clientes,CC-005,DOC-002592,1201
2026-06-28,-552694.0,USD,Compra de mercaderia - Gastos de Venta,CC-007,DOC-000557,5103
2026-05-16,-1222128.0,CLP,Pago a proveedor - Impuestos por Pagar,CC-008,DOC-001475,2102
2026-07-02,-2433756.0,CLP,Nota de debito - Capital,CC-002,DOC-002703,3101
2026-05-12,2812796.0,CLP,Pago de servicios - Caja,CC-001,DOC-000594,1101
2026-06-26,1496008.0,CLP,Nota de credito - Gastos Administrativos,CC-007,DOC-001557,5102
2026-07-06,284553.0,CLP,Cobro cliente - Clientes,CC-006,DOC-000411,1201
2026-05-17,-2901793.0,CLP,Nota de credito - Impuestos por Pagar,CC-001,DOC-001055,2102
2026-06-09,2320145.0,CLP,Compra de mercaderia - Caja,CC-004,DOC-002473,1101
2026-06-17,919614.0,CLP,Nota de credito - Proveedores,CC-002,DOC-000108,2101
2026-07-10,-2928494.0,CLP,Transferencia interna - Gastos de Venta,CC-002,DOC-002025,5103
2026-07-11,-1015498.0,USD,Nomina - Capital,CC-001,DOC-002706,3101
2026-05-26,105561.0,CLP,Nota de credito - Inventario,CC-001,DOC-000318,1301
2026-05-17,410023.0,CLP,Pago de servicios - Caja,CC-006,DOC-002718,1101
2026-08-02,1796786.0,CLP,Nomina - Proveedores,CC-006,DOC-000840,2101
2026-07-07,2799407.0,CLP,Ajuste contable - Inventario,CC-002,DOC-000287,1301
2026-07-08,-33445.0,CLP,Ajuste contable - Capital,CC-003,DOC-001351,3101
2026-06-27,1682838.0,CLP,Ajuste contable - Proveedores,CC-003,DOC-002825,2101
2026-06-26,2838694.0,CLP,Compra de mercaderia - Gastos Administrativos,CC-001,DOC-002366,5102
2026-03-26,-2400375.0,CLP,Compra de mercaderia - Prestamos Bancarios,CC-002,DOC-001882,2201
2026-07-06,-1354933.0,CLP,Anticipo - Impuestos por Pagar,CC-004,DOC-000680,2102
2026-07-17,300767.0,CLP,Nomina - Inventario,CC-008,DOC-000729,1301
2026-05-21,1092015.0,CLP,Nomina - Bancos,CC-003,DOC-000789,1102
2026-07-16,-971559.0,CLP,Pago a proveedor - Capital,CC-004,DOC-001813,3101
2026-05-25,-746256.0,CLP,Regularizacion - Prestamos Bancarios,CC-002,DOC-001345,2201
2026-08-01,1698094.0,USD,Nota de debito - Gastos Administrativos,CC-002,DOC-001868,5102
2026-07-11,-2440899.0,CLP,Pago a proveedor - Gastos de Venta,CC-006,DOC-002069,5103
2026-06-27,1571401.0,CLP,Nota de credito - Clientes,CC-005,DOC-000432,1201
2026-06-10,1040520.0,CLP,Nomina - Gastos Administrativos,CC-003,DOC-000564,5102
2026-06-24,1383746.0,CLP,Provision mensual - Caja,CC-005,DOC-001748,1101
2026-07-29,-1969326.0,CLP,Nota de debito - Impuestos por Pagar,CC-001,DOC-001776,2102
2026-06-12,-2004395.0,USD,Anticipo - Capital,CC-006,DOC-000070,3101
2026-05-30,-1377967.0,CLP,Ajuste contable - Gastos de Venta,CC-002,DOC-001788,5103
2025-10-13,1176360.0,USD,Ajuste contable - Clientes,CC-007,DOC-001229,1201
2026-06-14,505911.0,CLP,Regularizacion - Gastos Administrativos,CC-005,DOC-001512,5102
2026-06-20,-2040157.0,CLP,Pago de servicios - Impuestos por Pagar,CC-001,DOC-000056,2102
2026-07-17,-262625.0,CLP,Devolucion - Prestamos Bancarios,CC-002,DOC-001601,2201
2026-05-31,-1449991.0,CLP,Regularizacion - Prestamos Bancarios,CC-008,DOC-000651,2201
2026-07-11,459350.0,CLP,Provision mensual - Ventas,CC-003,DOC-002176,4101
2026-05-15,-1730021.0,CLP,Nota de debito - Impuestos por Pagar,CC-004,DOC-000897,2102
2026-07-23,-1393419.0,CLP,Regularizacion - Gastos de Venta,CC-002,DOC-000785,5103
2026-05-10,-2238684.0,CLP,Pago a proveedor - Prestamos Bancarios,CC-007,DOC-000309,2201
2026-07-10,445061.0,CLP,Compra de mercaderia - Gastos Administrativos,CC-001,DOC-002404,5102
2026-07-06,2950293.0,CLP,Anticipo - Bancos,CC-001,DOC-001741,1102
2026-06-11,1495057.0,CLP,Pago a proveedor - Gastos Administrativos,CC-001,DOC-000907,5102
2026-02-02,-964337.0,CLP,Cobro cliente - Capital,CC-003,DOC-000602,3101
2026-06-11,718886.0,CLP,Pago de servicios - Proveedores,CC-004,DOC-001178,2101
2026-07-26,2122179.0,CLP,Anticipo - Inventario,CC-008,DOC-002297,1301
2026-08-10,936938.0,CLP,Cobro cliente - Clientes,CC-006,DOC-001745,1201
2026-07-24,1941098.0,CLP,Transferencia interna - Caja,CC-001,DOC-001161,1101
2026-05-15,2538877.0,USD,Cobro cliente - Proveedores,CC-005,DOC-001509,2101
2026-03-18,2229726.0,CLP,Provision mensual - Bancos,CC-005,DOC-002095,1102
2026-05-19,325612.0,CLP,Compra de mercaderia - Bancos,CC-008,DOC-001577,1102
2026-05-18,669133.0,CLP,Devolucion - Bancos,CC-005,DOC-000572,1102
2026-07-04,-796054.0,CLP,Ajuste contable - Capital,CC-001,DOC-000554,3101
2026-08-06,1998332.0,USD,Ajuste contable - Inventario,CC-006,DOC-000945,1301
2026-07-10,707693.0,CLP,Cobro cliente - Caja,CC-002,DOC-001007,1101
2026-05-18,2682431.0,CLP,Anticipo - Caja,CC-002,DOC-000874,1101
2026-07-29,,CLP,Compra de mercaderia - Bancos,CC-001,DOC-000004,1102
2026-07-29,-2679636.0,USD,Anticipo - Prestamos Bancarios,CC-005,DOC-001569,2201
2026-06-29,-63538.0,CLP,Nomina - Capital,CC-007,DOC-002668,3101
2026-06-10,-2083379.0,CLP,Nomina - Prestamos Bancarios,CC-003,DOC-002627,2201
2026-07-20,2266202.0,CLP,Cobro cliente - Inventario,CC-005,DOC-001553,1301
2026-03-27,946979.0,USD,Nomina - Ventas,CC-001,DOC-000120,4101
2026-07-14,-507511.0,CLP,Pago a proveedor - Gastos de Venta,CC-003,DOC-002659,5103
2026-05-30,-1849900.0,CLP,Ajuste contable - Impuestos por Pagar,CC-004,DOC-000809,2102
2026-06-11,2882162.0,CLP,Anticipo - Inventario,CC-004,DOC-002186,1301
2026-06-24,1058608.0,CLP,Pago a proveedor - Bancos,CC-004,DOC-001618,1102
2026-05-18,2624288.0,CLP,Pago de servicios - Bancos,CC-002,DOC-000313,1102
2026-06-27,-868784.0,USD,Transferencia interna - Capital,CC-003,DOC-001562,3101
2026-02-03,-861902.0,CLP,Devolucion - Proveedores,CC-006,DOC-000233,2101
2026-05-15,2082515.0,CLP,Pago de servicios - Clientes,CC-004,DOC-000507,1201
2026-08-06,258408.0,CLP,Regularizacion - Ventas,CC-003,DOC-001336,4101
2026-08-10,161131.0,CLP,Provision mensual - Caja,CC-005,DOC-001385,1101
2026-05-13,2579522.0,CLP,Compra de mercaderia - Proveedores,CC-004,DOC-000111,2101
2026-08-03,-368721.0,CLP,Nota de credito - Gastos de Venta,CC-001,DOC-001578,5103
2025-10-04,-610943.0,CLP,Ajuste contable - Capital,CC-005,DOC-000410,3101
2026-06-24,1665850.0,CLP,Regularizacion - Gastos Administrativos,CC-002,DOC-000218,5102
2026-06-27,-1223970.0,CLP,Pago de servicios - Impuestos por Pagar,CC-008,DOC-002114,2102
2026-06-29,2616462.0,USD,Nota de debito - Bancos,CC-002,DOC-001307,1102
2026-07-29,1396646.0,CLP,Pago de servicios - Ventas,CC-005,DOC-001080,4101
2026-07-15,1641541.0,CLP,Anticipo - Gastos de Venta,CC-003,DOC-000759,5103
2025-11-26,-694039.0,CLP,Provision mensual - Prestamos Bancarios,CC-002,DOC-000911,2201
2026-05-21,-640952.0,CLP,Nota de credito - Impuestos por Pagar,CC-005,DOC-000807,2102
2026-06-18,2747985.0,CLP,Cobro cliente - Inventario,CC-006,DOC-000439,1301
2026-07-25,637515.0,CLP,Regularizacion - Caja,CC-003,DOC-000544,1101
2026-06-27,-1640342.0,CLP,Transferencia interna - Capital,CC-004,DOC-000485,3101
2026-05-26,1455326.0,CLP,Regularizacion - Bancos,CC-006,DOC-002475,1102
2026-05-16,406174.0,CLP,Compra de mercaderia - Costo de Ventas,CC-002,DOC-000387,5101
2026-06-20,1051123.0,CLP,Nota de debito - Caja,CC-003,DOC-002916,1101
2026-05-17,1429797.0,CLP,Transferencia interna - Bancos,CC-006,DOC-001192,1102
2026-06-22,-2865515.0,CLP,Ajuste contable - Capital,CC-004,DOC-001230,3101
2026-07-04,1336293.0,CLP,Anticipo - Clientes,CC-001,DOC-001210,1201
2026-07-02,1363541.0,CLP,Cobro cliente - Proveedores,CC-006,DOC-001273,2101
2026-07-18,2270911.0,CLP,Nota de credito - Costo de Ventas,CC-008,DOC-001939,5101
2026-06-19,-1139280.0,CLP,Compra de mercaderia - Impuestos por Pagar,CC-008,DOC-002303,2102
2026-08-02,1684471.0,CLP,Ajuste contable - Gastos Administrativos,CC-006,DOC-000930,5102
2026-05-14,1195463.0,CLP,Devolucion - Proveedores,CC-007,DOC-000135,2101
2026-06-03,-2915452.0,CLP,Nomina - Gastos de Venta,CC-007,DOC-001780,5103
2026-05-21,2492016.0,CLP,Devolucion - Inventario,CC-008,DOC-002167,1301
2026-07-10,-2180306.0,CLP,Compra de mercaderia - Proveedores,CC-001,DOC-001497,2101
2026-06-04,2980925.0,CLP,Nomina - Ventas,CC-001,DOC-002256,4101
2026-06-16,-2447349.0,CLP,Anticipo - Impuestos por Pagar,CC-003,DOC-000366,2102
2025-10-14,-479050.0,CLP,Transferencia interna - Prestamos Bancarios,CC-005,DOC-002024,2201
2026-07-23,1021738.0,CLP,Cobro cliente - Gastos Administrativos,CC-003,DOC-002897,5102
2026-08-04,-2021727.0,USD,Cobro cliente - Prestamos Bancarios,CC-001,DOC-000029,2201
2026-06-11,1215056.0,CLP,Ajuste contable - Ventas,CC-003,DOC-002501,4101
2026-07-23,-1393419.0,CLP,Regularizacion - Gastos de Venta,CC-002,DOC-000785,5103
2026-07-20,154100.0,CLP,Anticipo - Inventario,CC-005,DOC-001047,1301
2026-05-17,2703207.0,CLP,Pago a proveedor - Gastos de Venta,CC-008,DOC-002887,5103
2026-06-29,1800836.0,CLP,Ajuste contable - Clientes,CC-005,DOC-001421,1201
2026-06-18,2021536.0,USD,Pago a proveedor - Proveedores,CC-001,DOC-001488,2101
2026-08-07,279814.0,CLP,Nomina - Clientes,CC-007,DOC-000183,1201
2026-07-02,2667726.0,CLP,Nota de credito - Caja,CC-008,DOC-001134,1101
2026-08-03,-28023.0,CLP,Provision mensual - Prestamos Bancarios,CC-003,DOC-000188,2201
2026-07-01,-2374275.0,CLP,Devolucion - Impuestos por Pagar,CC-002,DOC-000420,2102
2026-06-15,225105.0,CLP,Anticipo - Gastos Administrativos,CC-003,DOC-000170,5102
2026-06-16,1443178.0,CLP,Cobro cliente - Costo de Ventas,CC-007,DOC-001377,5101
2026-06-29,371970.0,USD,Pago a proveedor - Bancos,CC-003,DOC-000460,1102
2026-06-15,-2502066.0,CLP,Anticipo - Impuestos por Pagar,CC-001,DOC-000043,2102
2026-07-16,-232609.0,CLP,Devolucion - Prestamos Bancarios,CC-004,DOC-000087,2201
2026-05-29,-416995.0,CLP,Compra de mercaderia - Capital,CC-003,DOC-001322,3101
2026-07-26,-172864.0,CLP,Pago a proveedor - Prestamos Bancarios,CC-006,DOC-001740,2201
2026-06-03,2427382.0,CLP,Ajuste contable - Proveedores,CC-003,DOC-000705,2101
2026-02-11,-1833561.0,CLP,Ajuste contable - Prestamos Bancarios,CC-008,DOC-000903,2201
2026-07-19,1381692.0,CLP,Devolucion - Ventas,CC-005,DOC-000282,4101
2026-08-01,2890753.0,CLP,Transferencia interna - Proveedores,CC-008,DOC-002458,2101
2026-07-28,291183.0,USD,Transferencia interna - Inventario,CC-001,DOC-000693,1301
2025-10-11,-1652343.0,CLP,Anticipo - Capital,CC-001,DOC-002089,3101
2026-06-11,-194059.0,CLP,Nomina - Impuestos por Pagar,CC-004,DOC-002066,2102
2026-04-27,248262.0,USD,Nota de debito - Costo de Ventas,CC-005,DOC-000257,5101
2026-07-10,2480971.0,CLP,Nota de credito - Costo de Ventas,CC-004,DOC-002644,5101
2026-06-06,940619.0,CLP,Pago a proveedor - Caja,CC-003,DOC-002594,1101
2026-07-19,1632818.0,USD,Nomina - Bancos,CC-001,DOC-002442,1102
2026-06-28,2190849.0,CLP,Nota de debito - Clientes,CC-003,DOC-002883,1201
2026-07-24,2995223.0,CLP,Compra de mercaderia - Gastos de Venta,CC-001,DOC-001216,5103
2026-05-22,1332998.0,CLP,Pago a proveedor - Gastos Administrativos,CC-007,DOC-001041,5102
2026-06-16,2925153.0,CLP,Nota de credito - Gastos Administrativos,CC-005,DOC-002453,5102
2026-07-25,274949.0,CLP,Nota de credito - Costo de Ventas,CC-007,DOC-000149,5101
2026-05-20,828479.0,CLP,Pago a proveedor - Costo de Ventas,CC-005,DOC-001736,5101
2025-12-25,2406971.0,USD,Nomina - Clientes,CC-005,DOC-002358,1201
2026-08-07,1161921.0,CLP,Cobro cliente - Costo de Ventas,CC-006,DOC-002392,5101
2026-05-15,-1821450.0,CLP,Provision mensual - Gastos de Venta,CC-004,DOC-002441,5103
2026-08-04,863119.0,CLP,Pago de servicios - Inventario,CC-008,DOC-002112,1301
2026-07-17,2332770.0,CLP,Ajuste contable - Bancos,CC-004,DOC-002417,1102
2026-06-19,2613444.0,USD,Cobro cliente - Caja,CC-008,DOC-000134,1101
2026-06-20,2248058.0,CLP,Cobro cliente - Gastos Administrativos,CC-007,DOC-002930,5102
2026-05-20,-2132097.0,CLP,Provision mensual - Capital,CC-004,DOC-000831,3101
2026-07-01,1357240.0,CLP,Anticipo - Proveedores,CC-003,DOC-001800,2101
2026-07-10,2496565.0,CLP,Nota de debito - Gastos Administrativos,CC-007,DOC-002929,5102
2026-07-25,1102051.0,CLP,Nota de credito - Clientes,CC-003,DOC-002496,1201
2026-07-18,2191441.0,CLP,Nota de credito - Inventario,CC-008,DOC-001898,1301
2026-07-11,-1983699.0,CLP,Ajuste contable - Prestamos Bancarios,CC-004,DOC-000864,2201
2026-06-11,2720047.0,CLP,Regularizacion - Gastos Administrativos,CC-005,DOC-000528,5102
2026-06-22,830901.0,CLP,Pago a proveedor - Inventario,CC-005,DOC-002219,1301
2026-07-11,-178428.0,CLP,Transferencia interna - Gastos de Venta,CC-001,DOC-000430,5103
2026-06-02,1356187.0,CLP,Ajuste contable - Costo de Ventas,CC-002,DOC-002743,5101
2026-07-19,-1332980.0,CLP,Regularizacion - Gastos de Venta,CC-007,DOC-001744,5103
2026-07-24,2241528.0,CLP,Regularizacion - Clientes,CC-005,DOC-000610,1201
2026-06-15,1019360.0,CLP,Transferencia interna - Costo de Ventas,CC-001,DOC-000949,5101
2026-06-04,2419338.0,CLP,Transferencia interna - Inventario,CC-003,DOC-002811,1301
2026-07-31,1127863.0,CLP,Cobro cliente - Inventario,CC-006,DOC-000221,1301
2026-07-24,435656.0,CLP,Nota de debito - Caja,CC-004,DOC-001915,1101
2026-08-08,2508734.0,USD,Pago a proveedor - Gastos Administrativos,CC-006,DOC-002411,5102
2025-10-22,-2782885.0,USD,Compra de mercaderia - Prestamos Bancarios,CC-002,DOC-001036,2201
2026-07-12,978374.0,CLP,Ajuste contable - Caja,CC-005,DOC-002645,1101
2026-06-30,-1061371.0,CLP,Compra de mercaderia - Gastos de Venta,CC-001,DOC-000932,5103
2026-07-31,-590480.0,CLP,Provision mensual - Gastos de Venta,CC-001,DOC-002555,5103
2026-06-01,2163916.0,CLP,Transferencia interna - Gastos Administrativos,CC-004,DOC-000173,5102
2026-05-24,168426.0,CLP,Transferencia interna - Ventas,CC-008,DOC-000565,4101
2026-07-17,-750155.0,CLP,Ajuste contable - Gastos de Venta,CC-003,DOC-001960,5103
2026-08-03,-2506142.0,CLP,Nota de credito - Prestamos Bancarios,CC-006,DOC-000812,2201
2026-08-05,-960287.0,CLP,Ajuste contable - Impuestos por Pagar,CC-001,DOC-002687,2102
2026-05-27,2269562.0,CLP,Nomina - Bancos,CC-005,DOC-000958,1102
2026-05-29,2448964.0,CLP,Nota de credito - Costo de Ventas,CC-004,DOC-000527,5101
2026-07-28,1629399.0,CLP,Nota de credito - Caja,CC-002,DOC-001413,1101
2025-11-24,2772902.0,CLP,Pago a proveedor - Clientes,CC-004,DOC-001611,1201
2025-08-24,1207154.0,CLP,Pago a proveedor - Clientes,CC-003,DOC-000272,1201
2026-05-22,216742.0,CLP,Pago a proveedor - Gastos de Venta,CC-005,DOC-000926,5103
2026-07-22,2118391.0,CLP,Ajuste contable - Caja,CC-002,DOC-001739,1101
2026-06-23,1221068.0,CLP,Provision mensual - Gastos Administrativos,CC-003,DOC-000847,5102
2026-07-31,1617545.0,CLP,Cobro cliente - Proveedores,CC-007,DOC-000952,2101
2026-07-10,2438803.0,CLP,Ajuste contable - Caja,CC-008,DOC-001620,1101
2026-08-07,-200769.0,CLP,Transferencia interna - Impuestos por Pagar,CC-008,DOC-000833,2102
2026-06-04,15096.0,USD,Pago de servicios - Gastos Administrativos,CC-007,DOC-002315,5102
2026-05-24,-1274927.0,CLP,Nomina - Gastos de Venta,CC-005,DOC-001912,5103
2026-06-02,749721.0,CLP,Anticipo - Costo de Ventas,CC-007,DOC-002593,5101
2026-06-08,-52787.0,CLP,Nomina - Impuestos por Pagar,CC-003,DOC-002031,2102
2026-07-21,-1867418.0,CLP,Nota de credito - Capital,CC-002,DOC-001100,3101
2026-08-10,1130119.0,CLP,Nota de debito - Bancos,CC-005,DOC-001292,1102
2026-08-06,2574636.0,CLP,Transferencia interna - Gastos Administrativos,CC-005,DOC-002875,5102
2026-06-14,-1513997.0,CLP,Nota de debito - Ventas,CC-005,DOC-000168,4101
2026-06-08,654263.0,CLP,Pago de servicios - Gastos Administrativos,CC-004,DOC-002376,5102
2026-05-30,98813.0,CLP,Nomina - Gastos Administrativos,CC-001,DOC-001467,5102
2026-08-10,-2048135.0,CLP,Nota de debito - Proveedores,CC-004,DOC-002766,2101
2026-06-06,1369046.0,CLP,Regularizacion - Costo de Ventas,CC-005,DOC-001398,5101
2026-07-04,1980412.0,CLP,Regularizacion - Proveedores,CC-001,DOC-001228,2101
2026-07-11,-862970.0,CLP,Ajuste contable - Prestamos Bancarios,CC-006,DOC-002234,2201
2026-05-20,-2253006.0,CLP,Pago a proveedor - Capital,CC-006,DOC-001738,3101
2026-05-14,606550.0,USD,Pago de servicios - Proveedores,CC-005,DOC-000367,2101
2026-06-20,641018.0,CLP,Devolucion - Bancos,CC-008,DOC-002275,1102
2026-06-22,-1426396.0,CLP,Nomina - Prestamos Bancarios,CC-001,DOC-000867,2201
2026-07-30,907538.0,CLP,Regularizacion - Clientes,CC-008,DOC-001302,1201
2026-06-21,2786980.0,CLP,Anticipo - Inventario,CC-004,DOC-000351,1301
2026-06-16,1718264.0,CLP,Nomina - Ventas,CC-003,DOC-002394,4101
2026-07-22,-2588900.0,USD,Pago de servicios - Capital,CC-003,DOC-002503,3101
2026-07-29,-2348201.0,CLP,Provision mensual - Proveedores,CC-003,DOC-000979,2101
2026-06-03,-2468560.0,CLP,Cobro cliente - Impuestos por Pagar,CC-004,DOC-001847,2102
2026-05-13,-1505405.0,CLP,Compra de mercaderia - Impuestos por Pagar,CC-006,DOC-002370,2102
2026-06-11,900062.0,CLP,Nota de credito - Costo de Ventas,CC-001,DOC-000498,5101
2026-04-24,814544.0,CLP,Compra de mercaderia - Bancos,CC-002,DOC-001628,1102
2026-06-06,1088675.0,CLP,Ajuste contable - Gastos Administrativos,CC-004,DOC-000210,5102
2026-07-13,-2605661.0,CLP,Regularizacion - Prestamos Bancarios,CC-006,DOC-002470,2201
2026-07-05,78994.0,CLP,Regularizacion - Proveedores,CC-008,DOC-000601,2101
2026-08-02,2860444.0,CLP,Regularizacion - Ventas,CC-001,DOC-000227,4101
2026-07-03,-25268.0,CLP,Anticipo - Capital,CC-007,DOC-000365,3101
2026-07-01,2137064.0,CLP,Provision mensual - Gastos de Venta,CC-004,DOC-000581,5103
2025-11-04,-1052545.0,CLP,Nomina - Gastos de Venta,CC-004,DOC-002855,5103
2026-07-10,-2536920.0,CLP,Transferencia interna - Capital,CC-003,DOC-002178,3101
2026-06-12,740867.0,CLP,Nota de debito - Clientes,CC-008,DOC-002018,1201
2026-05-28,511392.0,CLP,Compra de mercaderia - Caja,CC-001,DOC-000859,1101
2026-07-14,1486671.0,CLP,Compra de mercaderia - Inventario,CC-006,DOC-000407,1301
2026-05-24,1365830.0,CLP,Nota de debito - Bancos,CC-006,DOC-001920,1102
2026-06-18,-1796452.0,CLP,Cobro cliente - Impuestos por Pagar,CC-008,DOC-001613,2102
2026-07-08,-565522.0,CLP,Compra de mercaderia - Impuestos por Pagar,CC-008,DOC-000678,2102
2026-05-17,2965187.0,CLP,Nota de credito - Inventario,CC-004,DOC-001264,1301
2026-08-03,1226418.0,CLP,Regularizacion - Costo de Ventas,CC-008,DOC-002407,5101
2026-06-25,2244947.0,CLP,Ajuste contable - Proveedores,CC-003,DOC-000691,2101
2026-06-23,837531.0,CLP,Pago de servicios - Inventario,CC-003,DOC-000007,1301
